County,License Number,MSDE Program Type,Program Name,City Name,Zip Code,Participation Status,Draft Rating,Has Program Published,Published Rating,Has an Accreditation,Published Rubric Version,Date Published,Expiration Date,Total TAS Requests,Most Recent TAS request,Achievements,Accreditations,Alternative Pathways
Baltimore,118731,Registered Family Home,Sonin Jones,Baltimore,21237,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 07 2020,0,,,,
Baltimore City,118658,Center,St. Vincent DePaul Headstart,Baltimore,21215,Yes,5,Yes,5,No,3,Oct 25 2018,Jul 25 2020,0,,,,
Howard,118607,Registered Family Home,Regina Maier-Manuel,Columbia,21045,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 25 2020,0,,,,
Baltimore,118562,Center,Willow Park Academy,Baltimore,21244,Yes,1,Yes,1,Yes,3,Oct 25 2018,Oct 21 2020,0,,,,
Baltimore City,118464,Center,Catholic Charities Head Start Baltimore City @ Lafayette Avenue,Baltimore,21216,Yes,3,Yes,3,No,3,Mar 26 2019,Sep 30 2020,0,,,,
Anne Arundel,118352,Center,Kim's Karate & Learning Center,Glen Burnie,21061,Yes,1,Yes,1,Yes,1,Oct 25 2018,Mar 17 2020,0,,,,
Harford,118343,Registered Family Home,Sonya Small,Edgewood,21040,Yes,1,Yes,1,Yes,2,Oct 25 2018,Mar 13 2020,0,,,,
Baltimore,118282,Center,YMCA Merritt Park Head Start,Dundalk,21222,Yes,4,Yes,4,Yes,3,Oct 25 2018,Mar 10 2020,0,,,,MSDE
Harford,118154,Registered Family Home,Teresa Allen,Bel Air,21014,Yes,1,Yes,1,Yes,2,Oct 25 2018,May 29 2020,0,,,,
Prince George's,118115,Registered Family Home,Aurelia Moore,Mount Rainier,20712,Yes,1,Yes,1,No,2,Nov 27 2018,Sep 17 2020,0,,,,
Prince George's,118113,Registered Family Home,Melinda Simms,Temple Hills,20748,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 03 2020,0,,,,
Prince George's,118091,Center,Kids' Club,Greenbelt,20770,Yes,1,Yes,1,No,3,Oct 25 2018,May 14 2020,0,,,,
Baltimore,117907,Center,Improve Children at Loch Raven,Baltimore,21239,Yes,0,Yes,1,Yes,1,Dec 07 2018,Dec 16 2020,0,,,,
Baltimore,117870,Registered Family Home,Dorothea Groves,Baltimore,21244,Yes,1,Yes,1,Yes,2,Jan 05 2019,Nov 26 2020,0,,,,
Baltimore City,117847,Registered Family Home,Wanda Felder,Baltimore,21213,Yes,1,Yes,1,No,2,Dec 05 2018,Dec 02 2020,0,,,,
Prince George's,117764,Registered Family Home,Edith Harris,District Heights,20747,Yes,1,Yes,1,No,2,Dec 14 2018,Nov 26 2020,0,,,,
Frederick,117642,Registered Family Home,Penny Palm,Frederick,21702,Yes,1,Yes,1,No,2,Oct 25 2018,Jul 02 2020,0,,,,
Dorchester,117583,Center,Dreams of Wings Childcare Enrichment Center,Cambridge,21613,Yes,4,Yes,4,Yes,3,Oct 25 2018,Sep 03 2020,0,,,,
Baltimore City,117386,Center,Fitness Fun /Games Bethesda,Baltimore,21214,Yes,1,Yes,1,No,3,Oct 25 2018,Mar 28 2020,0,,,,
Baltimore,117333,Center,Small Wonders Daycare,Reisterstown,21136,Yes,1,Yes,1,Yes,3,Oct 25 2018,Mar 16 2020,0,,,,
Montgomery,117277,Registered Family Home,Alma Bonilla,Gaithersburg,20877,Yes,0,No,,No,,,Dec 10 2019,0,,,,
Baltimore,117264,Center,Open Door at Lutherville Elementary School,Lutherville,21093,Yes,0,Yes,1,Yes,1,Oct 25 2018,Sep 03 2020,0,,,,
Prince George's,117236,Center,Cora L. Rice Elementary  BASCP,Landover,20785,Yes,1,Yes,1,Yes,1,Oct 25 2018,Jan 31 2020,3,May 20 2019,,,
Prince George's,117191,Center,University for Tots,Suitland,20746,Yes,1,Yes,1,Yes,3,Oct 25 2018,Mar 13 2020,0,,,,
Frederick,117160,Center,Oakdale Elementary Before and After School Enrichment,Ijamsville,21754,Yes,0,Yes,1,Yes,1,Oct 25 2018,Sep 09 2020,0,,,,
Anne Arundel,117156,Center,Glendale Elementary School Age Child Care,Glen Burnie,21060,Yes,3,Yes,3,Yes,1,Oct 25 2018,Mar 09 2020,0,,Asthma-Friendly Program  | Health and Wellness,,
Prince George's,117083,Registered Family Home,Dorian Jones,Hyattsville,20781,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 14 2020,0,,,,
Prince George's,117078,Registered Family Home,Tonya McSween,Upper Marlboro,20772,Yes,1,Yes,1,Yes,2,Oct 25 2018,Mar 13 2020,0,,,,
Prince George's,117074,Registered Family Home,Angela Smith,Temple Hills,20748,Yes,1,Yes,1,Yes,2,Oct 25 2018,Mar 04 2020,0,,,,
Montgomery,117022,Registered Family Home,Semegn Melese,Silver Spring,20902,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jan 25 2020,0,,,,
Garrett,117018,Registered Family Home,Eleanor Collins,Swanton,21561,Yes,5,Yes,5,Yes,2,Dec 11 2018,Nov 26 2020,0,,Accredited Program,,NAFCC
Montgomery,116999,Center,Kingsview Learning Center,Germantown,20874,Yes,1,Yes,1,Yes,3,Oct 25 2018,Sep 29 2020,0,,,,
Montgomery,116921,Center,"Kids Co, Inc. at Strawberry Knoll Elementary School",Gaithersburg,20879,Yes,3,Yes,3,Yes,1,Oct 25 2018,Mar 07 2020,0,,,,
Howard,116854,Center,Columbia Academy Preschool #3,Columbia,21046,Yes,0,No,,Yes,,,Feb 05 2016,0,,,,
Montgomery,116821,Center,Cosmic Kids @ Strathmore,Silver Spring,20906,Yes,1,Yes,1,No,1,Oct 25 2018,Jan 18 2020,0,,,,
Baltimore City,116754,Center,Little Folks Day Care,Baltimore,21223,Yes,3,Yes,3,No,3,Oct 25 2018,Apr 29 2020,0,,,,
Prince George's,116749,Registered Family Home,Genita Hall,Hyattsville,20784,Yes,1,Yes,1,No,2,Oct 25 2018,Oct 29 2020,0,,,,
Montgomery,116566,Center,Montrose Discovery,Rockville,20852,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jul 15 2020,0,,,,MSDE
Charles,116315,Registered Family Home,Pamela Horne,Waldorf,20601,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 23 2020,0,,,,
Prince George's,116226,Registered Family Home,Candy Jackson,Landover,20785,Yes,1,Yes,1,Yes,2,Dec 11 2018,Nov 03 2020,1,Aug 02 2019,,,
Baltimore,116218,Center,Magic Moments II Early Learning Center,Owings Mills,21117,Yes,1,Yes,1,Yes,3,Jan 10 2019,Nov 26 2020,0,,,,
Anne Arundel,116070,Registered Family Home,Deborah Warnick,Glen Burnie,21061,Yes,1,Yes,1,No,2,Oct 25 2018,Oct 06 2020,0,,,,
Washington,116049,Registered Family Home,Sandra Keefer,Hancock,21750,Yes,1,Yes,1,No,2,Jan 05 2019,Nov 14 2020,0,,,,
Baltimore,116024,Registered Family Home,Wanda McClary,Owings Mills,21117,Yes,2,Yes,2,No,2,Oct 25 2018,Nov 13 2020,0,,,,
Baltimore City,116000,Registered Family Home,Margaret Kane,Baltimore,21213,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 30 2020,0,,,,
Baltimore City,115979,Center,Kings Kid Early Lrn. Dev. Ctr.,Baltimore,21206,Yes,1,Yes,1,No,3,Oct 25 2018,May 28 2020,0,,,,
Montgomery,115808,Center,ABC Learning Center,Silver Spring,20904,Yes,3,Yes,3,No,3,Jan 10 2019,Nov 21 2020,0,,,,
Baltimore City,115774,Center,New Era Education Inc.,Baltimore,21229,Yes,1,Yes,1,No,3,Oct 25 2018,Mar 03 2020,0,,,,
Montgomery,115756,Center,His Little Lamb,Silver Spring,20905,Yes,1,Yes,1,Yes,3,Oct 25 2018,Feb 22 2020,0,,,,
Prince George's,115549,Center,Kids Club at Fairland Sports and Aquatics Complex,Laurel,20707,Yes,1,Yes,1,No,1,Oct 25 2018,Feb 22 2020,0,,,,
Montgomery,115528,Registered Family Home,Zakia Zamani,Germantown,20874,Yes,1,Yes,1,Yes,2,Oct 25 2018,Oct 28 2020,0,,,,
Anne Arundel,115451,Registered Family Home,Tonya Johnson,Crofton,21114,Yes,2,Yes,2,Yes,2,Oct 25 2018,Apr 08 2020,0,,,,
Prince George's,115198,Center,Rosaryville Elementary Before and After Care Program,Upper Marlboro,20772,Yes,0,Yes,2,Yes,1,Oct 25 2018,Sep 04 2020,0,,,,
Prince George's,115189,Center,Berwyn Heights Elementary School,Berwyn Heights,20740,Yes,2,Yes,2,Yes,1,Oct 25 2018,Jan 25 2020,0,,,,
Prince George's,115184,Center,Lake Arbor Elementary School BASEP,Mitchellville,20721,Yes,2,Yes,2,Yes,1,Oct 25 2018,Apr 01 2020,0,,,,
Prince George's,115142,Registered Family Home,Agnes Raofu,Lanham,20706,Yes,3,Yes,3,No,2,Jun 14 2019,Aug 22 2020,1,Aug 12 2019,,,
Howard,115133,Center,Head Start Dasher Green,Columbia,21045,Yes,5,Yes,5,Yes,3,Oct 25 2018,Jun 15 2020,0,,,,MSDE  | National Association for the Education of Young Children (NAEYC)
Baltimore City,115128,Registered Family Home,Betty LeCount,Baltimore,21206,Yes,1,Yes,1,Yes,2,Oct 25 2018,Mar 27 2020,0,,,,NAFCC
Anne Arundel,115093,Center,Play and Learn at Annapolis,Annapolis,21401,Yes,2,Yes,2,Yes,3,Dec 14 2018,Oct 25 2020,0,,,,MSDE
Baltimore City,115018,Registered Family Home,Kimberly Washington,Baltimore,21239,Yes,2,Yes,2,Yes,2,Dec 14 2018,Jan 31 2020,1,Oct 29 2018,,,
Baltimore,114948,Registered Family Home,Stacy Shackelford-Thompson,Baltimore,21229,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jan 10 2020,0,,,,
Carroll,114930,Center,Playtime CCC at 140,Westminster,21157,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jun 26 2020,0,,,,
Baltimore,114846,Registered Family Home,Delois Lawrence,Baltimore,21207,Yes,1,Yes,1,Yes,2,Jan 02 2019,Dec 12 2020,0,,,,
