County,License Number,MSDE Program Type,Program Name,City Name,Zip Code,Participation Status,Draft Rating,Has Program Published,Published Rating,Has an Accreditation,Published Rubric Version,Date Published,Expiration Date,Total TAS Requests,Most Recent TAS request,Achievements,Accreditations,Alternative Pathways
Prince George's,103937,Registered Family Home,Ernestine Perry,Lanham,20706,Yes,1,Yes,1,No,2,Oct 25 2018,Jan 25 2020,0,,,,
Saint Mary's,103900,Center,Saint Mary's Sunshine Center,Leonardtown,20650,Yes,2,Yes,2,No,3,Jan 02 2019,Dec 30 2020,0,,,,
Anne Arundel,103833,Center,A Childs Garden,Severna Park,21146,Yes,5,Yes,5,Yes,3,Dec 11 2018,Nov 13 2020,0,,Accredited Program,,MSDE
Howard,103706,Registered Family Home,Kelley Pitts,Columbia,21044,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 22 2020,0,,,,
Harford,103610,Center,Hickory Child Development Center,Bel Air,21015,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jul 10 2020,0,,,,
Caroline,103603,Registered Family Home,Shirley Acree,Denton,21629,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 25 2020,0,,,,
Prince George's,103358,Center,Cool Spring Elementary BASELP,Adelphi,20783,Yes,0,Yes,1,Yes,1,Oct 25 2018,Sep 29 2020,0,,,,
Baltimore City,103228,Registered Family Home,Melinda Collins,Baltimore,21230,Yes,1,Yes,1,Yes,2,Oct 25 2018,Mar 31 2020,0,,,,
Montgomery,103105,Center,Georgetown Hill Early School,Darnestown,20878,Yes,4,Yes,4,Yes,3,Oct 25 2018,Mar 31 2020,0,,Accredited Program,,MSDE
Harford,102933,Registered Family Home,Renee Gray,Bel Air,21014,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 21 2020,0,,,,
Baltimore City,102625,Registered Family Home,Debora Boone,Baltimore,21239,Yes,3,Yes,3,Yes,2,Oct 25 2018,Jun 27 2020,0,,,,
Charles,102556,Center,Brawners Head Start,White Plains,20695,Yes,1,Yes,1,Yes,3,Oct 25 2018,Mar 06 2020,0,,,,
Montgomery,102487,Registered Family Home,Sharon Ashton,Montgomery Village,20886,Yes,1,Yes,1,No,2,Oct 25 2018,Jan 22 2020,0,,,,
Frederick,102403,Public Pre-K,Waverley Elementary,Frederick,21702,Yes,5,Yes,5,Yes,1,Oct 25 2018,Jan 31 2020,0,,,,MSDE
Baltimore City,102308,Registered Family Home,Darlene Belt,Baltimore,21239,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 22 2020,0,,,,
Frederick,102302,Public Pre-K,Hillcrest Elementary,Frederick,21703,Yes,5,Yes,5,Yes,1,Jan 02 2019,Dec 05 2020,0,,,,MSDE
Montgomery,102250,Registered Family Home,Ranjana Ross,Potomac,20854,Yes,1,Yes,1,Yes,2,Oct 25 2018,Oct 24 2020,0,,,,
Carroll,102218,Center,Stepping Stones Day Care Center,Sykesville,21784,Yes,1,Yes,1,Yes,3,Oct 25 2018,Oct 02 2020,0,,,,
Baltimore,102100,Center,YMCA Emily Harris Head Start,Catonsville,21228,Yes,3,Yes,3,Yes,3,Nov 30 2018,Nov 03 2020,0,,,,MSDE
Baltimore City,102074,Registered Family Home,Lori Young,Baltimore,21213,Yes,1,Yes,1,Yes,2,Oct 25 2018,May 07 2020,0,,,,
Baltimore City,102041,Registered Family Home,Renoka Jones,Baltimore,21229,Yes,1,Yes,1,Yes,2,Oct 25 2018,Feb 27 2020,0,,,,
Baltimore City,101962,Registered Family Home,Pamela Wilson,Baltimore,21234,Yes,1,Yes,1,Yes,2,Oct 25 2018,May 01 2020,0,,,,
Montgomery,101844,Registered Family Home,Sayeeda Huque,Rockville,20850,Yes,5,Yes,5,Yes,2,Oct 25 2018,Apr 17 2020,0,,,National Association for Family Child Care (NAFCC) 2021-06-01,NAFCC
Montgomery,101826,Registered Family Home,Sumattie Deonarain,Silver Spring,20903,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 22 2020,0,,,,
Baltimore,101816,Center,Pilgrim Christian Day School,Baltimore,21207,Yes,1,Yes,1,Yes,3,Jan 05 2019,Dec 17 2020,0,,,,
Howard,101729,Center,Howard Community College Children's Learning Center,Columbia,21044,Yes,5,Yes,5,Yes,3,Oct 25 2018,Aug 20 2020,0,,,,MSDE
Baltimore,101701,Registered Family Home,Sharonda Fortune,Baltimore,21207,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jun 24 2020,0,,,,
Worcester,101692,Registered Family Home,Dionne Jacobs,Berlin,21811,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 28 2020,0,,,,
Baltimore,101622,Registered Family Home,Claudette Hall,Baltimore,21207,Yes,1,Yes,1,Yes,2,Oct 25 2018,Sep 09 2020,0,,,,
Prince George's,101619,Center,Outreach Christian Center Academy,Clinton,20735,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jul 08 2020,0,,,,
Allegany,101613,Registered Family Home,Amy Steckman,Cumberland,21502,Yes,1,Yes,1,No,2,Oct 25 2018,Jun 24 2020,0,,,,
Montgomery,101578,Center,Ashton United Methodist Christian  Preschool,Ashton,20861,Yes,3,Yes,3,Yes,3,Oct 25 2018,Jun 26 2020,0,,,,
Calvert,101548,Center,Grover Place Child Care,Saint Leonard,20685,Yes,1,Yes,1,Yes,3,Dec 05 2018,Oct 24 2020,0,,,,
Baltimore,101439,Registered Family Home,Annette Scurry,Baltimore,21221,Yes,1,Yes,1,No,2,Oct 25 2018,Oct 22 2020,0,,,,
Baltimore City,101342,Registered Family Home,Marie Guest,Baltimore,21231,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 22 2020,0,,,,
Harford,101294,Registered Family Home,Laura Harry,Bel Air,21015,Yes,1,Yes,1,No,2,Oct 25 2018,Sep 18 2020,0,,,,
Baltimore,101289,Center,Al-Rahmah Nursery &CCC,Baltimore,21244,Yes,1,Yes,1,No,3,Oct 25 2018,Sep 18 2020,0,,,,
Anne Arundel,101241,Center,Center for Creative Children,Annapolis Junction,20701,Yes,1,Yes,1,Yes,3,Oct 25 2018,Oct 09 2020,0,,,,Middle States Association of Colleges and Schools Commission on Elementary and Secondary Schools (MSA-CESS)
Prince George's,101232,Center,It's At Home Day Care Center,Bowie,20721,Yes,1,Yes,1,Yes,3,Oct 25 2018,Aug 15 2020,0,,,,
Baltimore City,101137,Registered Family Home,Olivia Wesson,Baltimore,21205,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 30 2020,0,,,,
Baltimore,101015,Center,YMCA Fleming Head Start II,Baltimore,21222,Yes,3,Yes,3,Yes,3,Apr 24 2019,May 01 2020,0,,,,
Harford,100852,Center,Open Door at Forest Hill Elementary School,Forest Hill,21050,Yes,0,Yes,1,Yes,1,Oct 25 2018,Sep 03 2020,0,,,,
Montgomery,100784,Center,KinderCare-301596,Germantown,20874,Yes,3,Yes,3,Yes,3,Oct 25 2018,Oct 03 2020,0,,,,MSDE  | National Association for the Education of Young Children (NAEYC)
Baltimore,100772,Registered Family Home,Jihan Von Hendricks,Pikesville,21208,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 15 2020,0,,,,
Washington,100756,Registered Family Home,Tina Richards,Hagerstown,21740,Yes,1,Yes,1,Yes,2,Oct 25 2018,Apr 30 2020,0,,,,
Montgomery,100747,Center,Discovery Station Child Development Center,Gaithersburg,20877,Yes,4,Yes,4,No,3,Oct 25 2018,May 09 2020,1,Mar 20 2019,,,
Allegany,100696,Registered Family Home,Vicky Leighty,Cumberland,21502,Yes,3,Yes,3,No,2,Aug 27 2019,Sep 19 2020,0,,,,
Baltimore,100600,Center,Step by Step Children's Learning Center,Sparks,21152,Yes,1,Yes,1,No,3,Oct 25 2018,Mar 10 2020,0,,,,
Wicomico,100595,Registered Family Home,Grace Mills,Pittsville,21850,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jun 03 2020,0,,,,
Queen Anne's,100500,Registered Family Home,Stephanie Smith,Stevensville,21666,Yes,1,Yes,1,No,2,Oct 25 2018,Jun 11 2020,0,,,,
Baltimore,100455,Center,Open Door at Riderwood Elementary School,Towson,21204,Yes,0,Yes,1,Yes,1,Oct 25 2018,Sep 03 2020,0,,,,
Prince George's,100288,Registered Family Home,Malissia Anderson,Clinton,20735,Yes,1,Yes,1,No,2,Nov 28 2018,Oct 25 2020,0,,,,
Frederick,100228,Public Pre-K,Carroll Creek Montessori Public Charter School,Frederick,21703,Yes,5,Yes,5,Yes,1,Oct 25 2018,May 07 2020,0,,,,MSDE
Frederick,100226,Public Pre-K,Monocacy Valley Montessori Public Charter School,Frederick,21701,Yes,5,Yes,5,Yes,1,Oct 25 2018,May 07 2020,0,,,,MSDE
Frederick,100222,Public Pre-K,Monocacy Elementary School,Frederick,21702,Yes,5,Yes,5,Yes,1,Oct 25 2018,Feb 27 2020,0,,,,MSDE
Frederick,100204,Public Pre-K,Lincoln Elementary,Frederick,21701,Yes,5,Yes,5,Yes,1,Oct 25 2018,Apr 23 2020,0,,,,MSDE
Allegany,100194,Center,Susan K. Westfall Head Start,Lonaconing,21539,Yes,5,Yes,5,Yes,3,Oct 25 2018,Sep 29 2020,0,,,,MSDE
Allegany,100193,Registered Family Home,Terra Thomas,Cumberland,21502,Yes,3,Yes,3,No,2,May 16 2019,Jul 02 2020,0,,,,
Harford,100095,Center,St. Margaret School,Bel Air,21014,Yes,3,Yes,3,Yes,3,Oct 25 2018,Jun 17 2020,0,,,,AdvancED
Anne Arundel,100085,Registered Family Home,Kyong Kim,Severn,21144,Yes,1,Yes,1,No,2,Dec 19 2018,Nov 11 2020,0,,,,
Dorchester,91503,Public Pre-K,Hurlock Elementary,Hurlock,21643,Yes,5,Yes,5,Yes,1,Oct 25 2018,Apr 25 2020,0,,,,MSDE
Dorchester,90716,Public Pre-K,Choptank Elementary School,Cambridge City,21613,Yes,5,Yes,5,Yes,1,Oct 25 2018,Jun 10 2020,0,,,,MSDE
Dorchester,90711,Public Pre-K,Maple Elementary,Cambridge City,21613,Yes,5,Yes,5,Yes,1,Oct 25 2018,Jun 10 2020,0,,,,MSDE
Dorchester,90710,Public Pre-K,Sandy Hill Elementary School,Cambridge City,21613,Yes,5,Yes,5,Yes,1,Dec 07 2018,Oct 23 2020,0,,,,MSDE
Dorchester,90302,Public Pre-K,Vienna Elementary,Vienna,21869,Yes,5,Yes,5,Yes,1,Nov 30 2018,Oct 23 2020,0,,,,MSDE
Charles,80620,Public Pre-K,Charles County PS -- C. Paul Barnhart,Waldorf,20603,Yes,5,Yes,5,Yes,1,Oct 25 2018,May 16 2020,0,,Accredited Program,,MSDE
Charles,80616,Public Pre-K,Charles County PS -- Eva Turner,Waldorf,20602,Yes,5,Yes,5,Yes,1,Oct 25 2018,May 20 2020,0,,,,MSDE
Charles,80606,Public Pre-K,Charles County PS -- J.P. Ryon Elementary,Waldorf,20601,Yes,5,Yes,5,Yes,1,Oct 25 2018,May 21 2020,0,,Accredited Program,,MSDE
Charles,80604,Public Pre-K,Charles County PS -- Dr. Samuel A. Mudd,Waldorf,20602,Yes,5,Yes,5,Yes,1,Oct 25 2018,May 20 2020,0,,,,MSDE
Cecil,70311,Public Pre-K,Holly Hall Elementary School,Elkton,21921,Yes,3,Yes,4,Yes,1,Oct 25 2018,Mar 24 2020,0,,,,MSDE
Carroll,61201,Public Pre-K,Elmer Wolfe Elementary,Union Bridge,21791,Yes,5,Yes,5,Yes,1,Oct 25 2018,Mar 07 2020,0,,,,MSDE
Carroll,60715,Public Pre-K,Cranberry Station Elementary,Westminster City,21157,Yes,5,Yes,5,Yes,1,Oct 25 2018,May 08 2020,0,,,,MSDE
Carroll,60711,Public Pre-K,Judy Center at Robert Moton Elementary,Westminster,21157,Yes,5,Yes,5,Yes,1,Oct 25 2018,Apr 14 2020,0,,,,MSDE
Carroll,60103,Public Pre-K,Taneytown Elementary School Judy Center,Taneytown City,21787,Yes,5,Yes,5,Yes,1,Oct 25 2018,Aug 13 2020,0,,,,MSDE
Caroline,50701,Public Pre-K,Ridgely Elementary,Ridgely,21660,Yes,5,Yes,5,Yes,1,Oct 25 2018,May 07 2020,0,,,,MSDE
Caroline,50501,Public Pre-K,Federalsburg Elementary School,Federalsburg,21632,Yes,5,Yes,5,Yes,1,Oct 25 2018,Feb 25 2020,0,,,,MSDE
Caroline,50401,Public Pre-K,Preston Elementary,Preston,21655,Yes,5,Yes,5,Yes,1,Oct 25 2018,May 07 2020,0,,,,MSDE
Caroline,50301,Public Pre-K,Denton Elementary School,Denton,21629,Yes,4,Yes,5,No,1,Oct 25 2018,May 07 2020,0,,,,
Caroline,50201,Public Pre-K,Greensboro Elementary,Greensboro,21639,Yes,5,Yes,5,Yes,1,Oct 25 2018,Aug 25 2020,0,,,,MSDE
Calvert,40101,Public Pre-K,Patuxent Appeal Elementary Campus,Lusby,20657,Yes,4,Yes,4,Yes,1,Oct 25 2018,Jun 17 2020,0,,,,MSDE
Baltimore,31515,Public Pre-K,Hawthorne Elementary School,Baltimore,21220,Yes,5,Yes,5,Yes,1,Oct 25 2018,May 14 2020,0,,,,MSDE
Baltimore,31216,Public Pre-K,Sandy Plains Elementary School PreK,Baltimore,21222,Yes,5,Yes,5,Yes,1,Oct 25 2018,Mar 11 2020,0,,,,MSDE
Baltimore,30912,Public Pre-K,Halstead Academy PreK,Parkville,21234,Yes,5,Yes,5,Yes,1,Oct 25 2018,Mar 11 2020,0,,,,MSDE
Baltimore,30062,Public Pre-K,Campfield Early Learning -- Baltimore County Judy Center,Gwynn Oak,21207,Yes,5,Yes,5,Yes,1,Oct 25 2018,Mar 13 2020,0,,,,MSDE
Anne Arundel,21142,Public Pre-K,Hilltop Elementary,Glen Burnie,21061,Yes,5,Yes,5,Yes,1,Oct 25 2018,Aug 20 2020,0,,,,MSDE
Anne Arundel,21082,Public Pre-K,Belle Grove Elementary,Baltimore,21225,Yes,0,No,,Yes,,,Nov 22 2016,0,,,,MSDE
Allegany,12801,Public Pre-K,Beall Elementary,Frostburg,21532,Yes,5,Yes,5,Yes,1,Jan 31 2019,Dec 05 2020,0,,,,MSDE
Allegany,10401,Public Pre-K,South Penn Elementary School Public Pre-k and Kindergarten,Cumberland,21502,Yes,5,Yes,5,Yes,1,Oct 25 2018,May 05 2020,0,,,,MSDE
Howard,160504,Registered Family Home,Jigna Bhatt,Laurel,20723,Yes,1,Yes,1,No,2,Oct 26 2018,May 07 2020,0,,,,
Montgomery,15-0780,Public Pre-K,Bel Pre Elementary,Silver Spring,20906,Yes,5,Yes,5,Yes,1,Oct 26 2018,Jun 05 2020,0,,,,MSDE
Prince George's,161233,Public Pre-K,Indian Queen Elementary,Fort Washington,20744,Yes,5,Yes,5,Yes,1,Oct 26 2018,May 14 2020,0,,,,MSDE
Prince George's,160510,Public Pre-K,Potomac Landing Elementary,Fort Washington,20744,Yes,5,Yes,5,Yes,1,Oct 26 2018,May 14 2020,0,,,,MSDE
Prince George's,161313,Public Pre-K,Kenmoor Early Childhood Center,Landover,20785,Yes,4,Yes,4,Yes,1,Oct 26 2018,Aug 13 2020,0,,,,MSDE
Prince George's,161808,Public Pre-K,Doswell E. Brooks Elementary,Coral Hills,20743,Yes,5,Yes,5,Yes,1,Oct 26 2018,Jan 25 2020,0,,,,MSDE
Prince George's,16-1725,Public Pre-K,Cool Spring Elementary,Adelphi,20783,Yes,5,Yes,5,Yes,1,Oct 26 2018,Sep 23 2020,0,,,,MSDE
Montgomery,116097,Center,St. Mary School (Preschool),Rockville,20852,Yes,3,Yes,3,No,3,Jun 27 2019,Jul 10 2020,1,Jun 24 2019,,,
Howard,34760,Center,Columbia Montessori School,Columbia,21044,Yes,1,Yes,1,No,3,Dec 10 2018,Apr 08 2020,0,,,,
Montgomery,75251,Center,The Julia Brown Schools,Olney,20832,Yes,0,No,,No,,,Dec 03 2020,0,,,,
Prince George's,33023,Center,St Matthew's Parish Day School,Hyattsville,20782,Yes,1,Yes,1,No,3,Dec 10 2018,Dec 15 2020,0,,,,
Montgomery,41748,Center,St. Raphael's School,Rockville,20854,Yes,3,Yes,3,No,3,Sep 25 2019,Oct 29 2020,0,,,,
Howard,160144,Registered Family Home,Saima Amin,Columbia,21044,Yes,1,Yes,1,No,2,Feb 25 2019,Dec 08 2020,0,,,,
Montgomery,252520,Large Family Home,Leah Hanlon,Bethesda,20814,Yes,1,Yes,1,No,2,Dec 11 2018,May 16 2020,0,,,,
Carroll,253083,Center,Ava Wanas Montessori,Mount Airy,21771,Yes,1,Yes,1,No,3,Dec 10 2018,Jan 07 2020,0,,,,
Frederick,254849,Registered Family Home,Kathleen Collins,Woodsboro,21798,Yes,0,No,,No,,,Dec 10 2019,0,,,,
Howard,254427,Registered Family Home,Jane Johnson,Columbia,21045,Yes,0,No,,No,,,Dec 10 2019,0,,,,
Montgomery,253205,Center,RDCA - Northwest Child Care Center,Bethesda,20892,Yes,1,Yes,1,No,3,Dec 10 2018,Nov 27 2020,0,,,,
Talbot,153993,Registered Family Home,Jennie Dickerson,Easton,21601,Yes,1,Yes,1,No,2,Dec 10 2018,Dec 05 2020,0,,,,
Montgomery,33527,Center,The Julia Brown School,Silver Spring,20904,Yes,0,No,,No,,,Dec 03 2020,0,,,,
Anne Arundel,40321,Center,Montessori International Children's House,Annapolis,21409,Yes,0,No,,No,,,Mar 06 2020,0,,,,
Saint Mary's,61195,Center,Hollywood Recreation School Age Center,Hollywood,20636,Yes,1,Yes,1,No,1,Dec 17 2018,Nov 27 2020,0,,,,
Prince George's,102303,Registered Family Home,Tanya Young,Clinton,20735,Yes,0,No,,No,,,Jun 13 2020,0,,,,
Harford,162547,Center,Children's Manor of Forest Hill,Forest Hill,21050,Yes,0,No,,No,,,Oct 29 2020,0,,,,
Montgomery,250088,Center,The Goddard School in Olney,Olney,20832,Yes,0,No,,No,,,Mar 13 2020,0,,,,
Prince George's,252295,Center,Pee Wee Piano,Glenn Dale,20769,Yes,0,No,,No,,,Sep 18 2020,0,,,,
Howard,253443,Center,Northcrest Montessori,Clarksville,21029,Yes,1,Yes,1,No,3,May 03 2019,Jun 24 2020,0,,,,
Anne Arundel,254546,Center,YMCA at Windsor Farm Elementary School,Annapolis,21409,Yes,1,Yes,1,No,1,Dec 17 2018,Apr 15 2020,0,,,,
Washington,254545,Center,YMCA Hancock Afterschool Program,Hancock,21750,Yes,1,Yes,1,No,3,Jan 10 2019,Nov 18 2020,0,,,,
Frederick,254513,Registered Family Home,Jessica Pratt,Brunswick,21758,Yes,0,No,,No,,,Sep 18 2020,0,,,,
Baltimore,254550,Center,Learn-N-Play Hernwood Elementary School,Randallstown,21133,Yes,1,Yes,1,No,1,Dec 17 2018,Nov 26 2020,0,,,,
Harford,130881,Registered Family Home,Pamela Weber,Bel Air,21014,Yes,0,No,,No,,,Dec 10 2019,0,,,,
Anne Arundel,250389,Registered Family Home,Leila Tokhi,Hanover,21076,Yes,0,No,,No,,,Jan 10 2020,0,,,,
Cecil,255566,Center,Circle of Care Early Learners,Elkton,21921,Yes,0,No,,No,,,Dec 10 2019,0,,,,
Baltimore,254801,Center,Zoned for Kidz at Hillendale,Parkville,21234,Yes,3,Yes,3,No,3,Oct 15 2019,Nov 20 2020,0,,,,
Baltimore,254552,Center,Y Before and After School Enrichment at Edgemere Elementary,Edgemere,21219,Yes,1,Yes,1,No,1,Jan 02 2019,Dec 17 2020,0,,,,
Baltimore,254551,Center,Y Before and After School Enrichment at Woodmoor Elementary,Baltimore,21207,Yes,1,Yes,1,No,1,Dec 17 2018,Dec 16 2020,0,,,,
Montgomery,254861,Registered Family Home,Veronica Mangandi,Gaithersburg,20878,Yes,3,Yes,3,No,2,Oct 25 2019,Dec 12 2020,1,Aug 15 2019,,,
Prince George's,48832,Center,St. Philip The Apostle B/APrek,Camp Springs,20746,Yes,0,No,,No,,,Dec 10 2019,0,,,,
Prince George's,254808,Center,AlphaBest@Allenwood Elementary,Temple Hills,20748,Yes,1,No,,No,,,May 02 2020,0,,,,
Howard,60756,Center,Public School Employees Child Development Program at Long Reach HS,Columbia,21045,Yes,0,No,,No,,,Jul 07 2020,0,,,,
Prince George's,115499,Registered Family Home,Rebekah House,Upper Marlboro,20774,Yes,0,No,,No,,,Sep 18 2020,0,,,,
Howard,251429,Registered Family Home,Zainab Wasti,Columbia,21044,Yes,0,No,,No,,,Feb 25 2020,0,,,,
Howard,253881,Registered Family Home,Surinder Kaur,Ellicott City,21042,Yes,1,Yes,1,No,2,Dec 10 2018,Jul 15 2020,0,,,,
Prince George's,254761,Center,"The Kidz Factory, LLC",Landover,20785,Yes,0,No,,No,,,Jul 07 2020,0,,,,
Allegany,254143,Center,"HDLC, Inc.",Cumberland,21502,Yes,1,Yes,1,No,3,Jan 10 2019,Mar 04 2020,0,,,,
Montgomery,251009,Center,The Goddard School of Bethesda,Bethesda,20817,Yes,0,No,,No,,,Dec 03 2020,0,,,,
Howard,60758,Center,Public School Employees Child Development Program at River Hill HS,Clarksville,21029,Yes,0,No,,No,,,Jul 07 2020,0,,,,
Howard,135365,Center,Public School Employees Child Development Program for Preschool at Cedar Ln,Fulton,20759,Yes,0,No,,No,,,Jul 07 2020,0,,,,
Howard,141195,Center,Public School Employee Child Development Program at Marriotts Ridge HS,Marriottsville,21104,Yes,0,No,,No,,,Jul 07 2020,0,,,,
Frederick,156472,Center,Meadows Montessori,Frederick,21702,Yes,1,Yes,1,No,3,Jun 14 2019,Sep 29 2020,0,,,,
Harford,162546,Center,Children's Manor of Bel Air,Bel Air,21015,Yes,0,No,,No,,,Oct 17 2020,0,,,,
Howard,162618,Center,Public School Employees Child Development Program at Atholton High School,Columbia,21044,Yes,0,No,,No,,,Jul 07 2020,0,,,,
Montgomery,251664,Large Family Home,Shazia Queraishi,Germantown,20876,Yes,0,No,,No,,,Dec 10 2019,0,,,,
Prince George's,254822,Center,AlphaBest@John Hanson Montessori,Oxon Hill,20745,Yes,0,No,,No,,,Apr 10 2020,0,,,,
Prince George's,254803,Registered Family Home,Ja'Meisha Latchan,Laurel,20708,Yes,1,Yes,1,No,2,Dec 10 2018,Jul 17 2020,1,Jan 07 2019,,,
Baltimore,117702,Center,Prettyboy Recreation Tiny Tots,Freeland,21053,Yes,0,No,,No,,,Dec 16 2020,0,,,,
Prince George's,157344,Center,Peters Development Center,Hyattsville,20783,Yes,0,No,,No,,,Dec 10 2019,0,,,,
Charles,253604,Registered Family Home,Tasha Coates,Waldorf,20603,Yes,1,Yes,1,No,2,Dec 10 2018,Nov 18 2020,0,,,,
Baltimore City,254825,Center,Goddard School,Baltimore,21224,Yes,0,No,,No,,,Nov 13 2020,0,,,,
Anne Arundel,40339,Center,Joy In Learning-Marley Park,Glen Burnie,21060,Yes,0,No,,No,,,Dec 11 2019,0,,,,
