County,License Number,MSDE Program Type,Program Name,City Name,State Name,Zip Code,Participation Status,Draft Rating,Has Program Published,Published Rating,Has an Accreditation,Published Rubric Version,Date Published,Expiration Date,Total TAS Requests,Most Recent TAS request,Achievements,Accreditations,Alternative Pathways
Montgomery,120725,Center,Young Israel Shomrai Emurah Nursery School,Silver Spring,Maryland,20901,Yes,2,Yes,2,No,3,Oct 25 2018,Jul 25 2020,0,,,,
Harford,120642,Registered Family Home,Crystal Miller,Aberdeen,Maryland,21001,Yes,1,Yes,1,No,2,Dec 11 2018,Oct 31 2020,0,,,,
Baltimore City,120584,Registered Family Home,Ernestine Long,Baltimore,Maryland,21215,Yes,2,Yes,2,Yes,2,Oct 25 2018,Jun 25 2020,0,,,,
Baltimore City,12058,Registered Family Home,Jacqueline Moore,Baltimore,Maryland,21217,Yes,1,Yes,1,No,2,Oct 25 2018,Jan 25 2020,0,,,,
Baltimore,120537,Registered Family Home,Deshonda Shipman,Baltimore,Maryland,21207,Yes,1,Yes,1,Yes,2,Dec 05 2018,Dec 08 2020,0,,,,
Baltimore City,120520,Center,Junior Millenium DCC,Baltimore,Maryland,21213,Yes,1,Yes,1,Yes,3,Oct 25 2018,Apr 24 2020,0,,,,
Baltimore City,120399,Registered Family Home,Bernice Byrd,Baltimore,Maryland,21239,Yes,1,Yes,1,No,2,Nov 28 2018,Nov 27 2020,0,,,,
Baltimore City,120396,Registered Family Home,Donna Conway,Baltimore,Maryland,21239,Yes,1,Yes,1,Yes,2,Dec 05 2018,Oct 27 2020,0,,,,
Prince George's,120375,Center,Kingdom Kids,Fort Washington,Maryland,20744,Yes,2,Yes,2,Yes,3,Oct 25 2018,Jan 10 2020,0,,,,
Prince George's,120336,Center,Vansville Recreation Center,Beltsville,Maryland,20705,Yes,1,Yes,1,No,1,Oct 25 2018,Feb 25 2020,0,,,,
Prince George's,120327,Center,The Kid's Corner,Temple Hills,Maryland,20748,Yes,1,Yes,1,No,3,Dec 12 2018,Dec 29 2020,0,,,,
Prince George's,120169,Registered Family Home,Lori Dickerson,Lanham,Maryland,20706,Yes,1,Yes,1,No,2,Oct 25 2018,Jan 09 2020,0,,,,
Harford,120140,Public Pre-K,William Paca Old Post Road,Abingdon,Maryland,21009,Yes,5,Yes,5,Yes,1,Oct 25 2018,Jun 03 2020,0,,,,MSDE
Harford,120131,Public Pre-K,Judy Center at Magnolia Elementary School,Joppa,Maryland,21085,Yes,5,Yes,5,Yes,1,Oct 25 2018,Sep 09 2020,0,,,,MSDE
Harford,120120,Public Pre-K,Deerfield Elementary School,Edgewood,Maryland,21040,Yes,5,Yes,5,Yes,1,Jan 09 2019,Dec 15 2020,0,,,,MSDE
Calvert,120079,Registered Family Home,Robin Johnson,Port Republic,Maryland,20676,Yes,1,Yes,1,No,2,Dec 07 2018,Dec 12 2020,0,,,,
Montgomery,255747,Registered Family Home,Chong Lonce,Germantown,Maryland,20874,Yes,5,Yes,5,Yes,2,Oct 01 2019,Oct 24 2020,0,,Health and Wellness  | Accredited Program,,NAFCC
Prince George's,119987,Registered Family Home,Vanetta Wallace,Mitchellville,Maryland,20721,Yes,1,Yes,1,No,2,Oct 25 2018,Jul 11 2020,0,,,,
Prince George's,119985,Registered Family Home,Jocquelle Wrenn,Capitol Heights,Maryland,20743,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jun 11 2020,0,,,,
Prince George's,119971,Center,"Chris' Learning Center, Inc.",Clinton,Maryland,20735,Yes,2,Yes,2,Yes,3,Jan 08 2019,Nov 24 2020,0,,,,
Prince George's,119919,Registered Family Home,Pamela McGilvery,Upper Marlboro,Maryland,20772,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 27 2020,0,,,,
Montgomery,119888,Registered Family Home,Rina Russ,Germantown,Maryland,20874,Yes,1,Yes,1,Yes,2,Dec 12 2018,Dec 09 2020,0,,,,
Baltimore City,119877,Registered Family Home,Shanae Harper,Baltimore,Maryland,21206,Yes,1,Yes,1,Yes,2,Oct 25 2018,Aug 28 2020,0,,,,
Montgomery,119652,Registered Family Home,Indu Paul,Gaithersburg,Maryland,20879,Yes,1,Yes,1,Yes,2,Oct 25 2018,Feb 22 2020,0,,,,
Prince George's,119600,Center,Faith Child Care,Landover,Maryland,20785,Yes,2,Yes,2,Yes,3,Feb 08 2019,May 01 2020,0,,,,
Prince George's,119494,Center,Adrieann E. Willis-Divers T/A The Little People's Child Daycare Center,Hyattsville,Maryland,20784,Yes,1,Yes,1,Yes,3,Oct 25 2018,Apr 16 2020,1,May 25 2019,,,
Prince George's,119320,Registered Family Home,Sherry Byrd,Laurel,Maryland,20708,Yes,1,Yes,1,No,2,Oct 25 2018,Sep 30 2020,1,Sep 18 2019,,,
Prince George's,119315,Registered Family Home,Mary Holloman,Fort Washington,Maryland,20744,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jun 17 2020,0,,,,
Baltimore City,119288,Center,Earthly Angels CCC,Baltimore,Maryland,21215,Yes,1,Yes,1,Yes,3,Oct 25 2018,May 21 2020,0,,,,
Baltimore City,119218,Registered Family Home,Londia Lee,Baltimore,Maryland,21206,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 30 2020,0,,,,
Carroll,119207,Center,Building Blocks,Manchester,Maryland,21102,Yes,5,Yes,5,Yes,3,Oct 25 2018,Sep 04 2020,0,,Asthma-Friendly Program  | Health and Wellness  | Accredited Program,,MSDE
Cecil,119136,Registered Family Home,Melissa Ferguson,Elkton,Maryland,21921,Yes,1,Yes,1,Yes,2,Oct 25 2018,May 21 2020,0,,,,
Prince George's,119100,Registered Family Home,Tasha Minor,Upper Marlboro,Maryland,20774,Yes,1,Yes,1,Yes,2,Oct 25 2018,Mar 31 2020,0,,,,
Baltimore City,119022,Center,Christian Baby Station Hilton,Baltimore,Maryland,21229,Yes,1,Yes,1,Yes,3,Oct 25 2018,May 06 2020,0,,,,
Baltimore City,11901,Registered Family Home,Lula Jennings,Baltimore,Maryland,21216,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 15 2020,0,,,,
Howard,118935,Center,Columbia Academy Preschool # 4,Ellicott City,Maryland,21043,Yes,0,No,,Yes,,,Feb 05 2016,0,,,,
Baltimore,118916,Center,Windsor Christian Academy,Baltimore,Maryland,21244,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jul 16 2020,0,,,,
Baltimore City,118894,Registered Family Home,Manina Scott,Baltimore,Maryland,21213,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 29 2020,0,,,,
Baltimore City,118892,Center,Agape Amour Child Care Center,Baltimore,Maryland,21239,Yes,1,Yes,1,Yes,3,Oct 25 2018,Apr 01 2020,0,,,,
Anne Arundel,118835,Center,Ferndale Day Nursery,Glen Burnie,Maryland,21061,Yes,2,Yes,2,Yes,3,Oct 25 2018,Aug 20 2020,0,,,,
Baltimore City,118834,Registered Family Home,Toussant McKenzie,Baltimore,Maryland,21239,Yes,1,Yes,1,Yes,2,Oct 25 2018,Mar 07 2020,0,,,,
Somerset,118796,Center,Our Future Child Care Center,Princess Anne,Maryland,21853,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jan 14 2020,0,,,,
Montgomery,118732,Center,Ohr Kodesh Early Childhood Center,Chevy Chase,Maryland,20815,Yes,2,Yes,2,Yes,3,Feb 06 2019,Mar 21 2020,0,,,,
Baltimore,118731,Registered Family Home,Sonin Jones,Baltimore,Maryland,21237,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 07 2020,0,,,,
Baltimore City,118658,Center,St. Vincent DePaul Headstart,Baltimore,Maryland,21215,Yes,5,Yes,5,No,3,Oct 25 2018,Jul 25 2020,0,,,,
Howard,118607,Registered Family Home,Regina Maier-Manuel,Columbia,Maryland,21045,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 25 2020,0,,,,
Baltimore,118562,Center,Willow Park Academy,Baltimore,Maryland,21244,Yes,1,Yes,1,Yes,3,Oct 25 2018,Oct 21 2020,0,,,,
Baltimore City,118464,Center,Catholic Charities Head Start Baltimore City @ Lafayette Avenue,Baltimore,Maryland,21216,Yes,3,Yes,3,No,3,Mar 26 2019,Sep 30 2020,0,,,,
Anne Arundel,118352,Center,Kim's Karate & Learning Center,Glen Burnie,Maryland,21061,Yes,1,Yes,1,Yes,1,Oct 25 2018,Mar 17 2020,0,,,,
Harford,118343,Registered Family Home,Sonya Small,Edgewood,Maryland,21040,Yes,1,Yes,1,Yes,2,Oct 25 2018,Mar 13 2020,0,,,,
Baltimore,118282,Center,YMCA Merritt Park Head Start,Dundalk,Maryland,21222,Yes,4,Yes,4,Yes,3,Oct 25 2018,Mar 10 2020,0,,,,MSDE
Harford,118154,Registered Family Home,Teresa Allen,Bel Air,Maryland,21014,Yes,1,Yes,1,Yes,2,Oct 25 2018,May 29 2020,0,,,,
Prince George's,118115,Registered Family Home,Aurelia Moore,Mount Rainier,Maryland,20712,Yes,1,Yes,1,No,2,Nov 27 2018,Sep 17 2020,0,,,,
Prince George's,118113,Registered Family Home,Melinda Simms,Temple Hills,Maryland,20748,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 03 2020,0,,,,
Prince George's,118091,Center,Kids' Club,Greenbelt,Maryland,20770,Yes,1,Yes,1,No,3,Oct 25 2018,May 14 2020,0,,,,
Baltimore,117907,Center,Improve Children at Loch Raven,Baltimore,Maryland,21239,Yes,0,Yes,1,Yes,1,Dec 07 2018,Dec 16 2020,0,,,,
Baltimore,117870,Registered Family Home,Dorothea Groves,Baltimore,Maryland,21244,Yes,1,Yes,1,Yes,2,Jan 05 2019,Nov 26 2020,0,,,,
Baltimore City,117847,Registered Family Home,Wanda Felder,Baltimore,Maryland,21213,Yes,1,Yes,1,No,2,Dec 05 2018,Dec 02 2020,0,,,,
Prince George's,117764,Registered Family Home,Edith Harris,District Heights,Maryland,20747,Yes,1,Yes,1,No,2,Dec 14 2018,Nov 26 2020,0,,,,
Frederick,117642,Registered Family Home,Penny Palm,Frederick,Maryland,21702,Yes,1,Yes,1,No,2,Oct 25 2018,Jul 02 2020,0,,,,
Dorchester,117583,Center,Dreams of Wings Childcare Enrichment Center,Cambridge,Maryland,21613,Yes,4,Yes,4,Yes,3,Oct 25 2018,Sep 03 2020,0,,,,
Baltimore City,117386,Center,Fitness Fun /Games Bethesda,Baltimore,Maryland,21214,Yes,1,Yes,1,No,3,Oct 25 2018,Mar 28 2020,0,,,,
Baltimore,117333,Center,Small Wonders Daycare,Reisterstown,Maryland,21136,Yes,1,Yes,1,Yes,3,Oct 25 2018,Mar 16 2020,0,,,,
Montgomery,117277,Registered Family Home,Alma Bonilla,Gaithersburg,Maryland,20877,Yes,0,No,,No,,,Dec 10 2019,0,,,,
Baltimore,117264,Center,Open Door at Lutherville Elementary School,Lutherville,Maryland,21093,Yes,0,Yes,1,Yes,1,Oct 25 2018,Sep 03 2020,0,,,,
Prince George's,117236,Center,Cora L. Rice Elementary  BASCP,Landover,Maryland,20785,Yes,1,Yes,1,Yes,1,Oct 25 2018,Jan 31 2020,3,May 20 2019,,,
Prince George's,117191,Center,University for Tots,Suitland,Maryland,20746,Yes,1,Yes,1,Yes,3,Oct 25 2018,Mar 13 2020,0,,,,
Frederick,117160,Center,Oakdale Elementary Before and After School Enrichment,Ijamsville,Maryland,21754,Yes,0,Yes,1,Yes,1,Oct 25 2018,Sep 09 2020,0,,,,
Anne Arundel,117156,Center,Glendale Elementary School Age Child Care,Glen Burnie,Maryland,21060,Yes,3,Yes,3,Yes,1,Oct 25 2018,Mar 09 2020,0,,Asthma-Friendly Program  | Health and Wellness,,
Prince George's,117083,Registered Family Home,Dorian Jones,Hyattsville,Maryland,20781,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 14 2020,0,,,,
Prince George's,117078,Registered Family Home,Tonya McSween,Upper Marlboro,Maryland,20772,Yes,1,Yes,1,Yes,2,Oct 25 2018,Mar 13 2020,0,,,,
Prince George's,117074,Registered Family Home,Angela Smith,Temple Hills,Maryland,20748,Yes,1,Yes,1,Yes,2,Oct 25 2018,Mar 04 2020,0,,,,
Montgomery,117022,Registered Family Home,Semegn Melese,Silver Spring,Maryland,20902,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jan 25 2020,0,,,,
Garrett,117018,Registered Family Home,Eleanor Collins,Swanton,Maryland,21561,Yes,5,Yes,5,Yes,2,Dec 11 2018,Nov 26 2020,0,,Accredited Program,,NAFCC
Montgomery,116999,Center,Kingsview Learning Center,Germantown,Maryland,20874,Yes,1,Yes,1,Yes,3,Oct 25 2018,Sep 29 2020,0,,,,
Montgomery,116921,Center,"Kids Co, Inc. at Strawberry Knoll Elementary School",Gaithersburg,Maryland,20879,Yes,3,Yes,3,Yes,1,Oct 25 2018,Mar 07 2020,0,,,,
Howard,116854,Center,Columbia Academy Preschool #3,Columbia,Maryland,21046,Yes,0,No,,Yes,,,Feb 05 2016,0,,,,
Montgomery,116821,Center,Cosmic Kids @ Strathmore,Silver Spring,Maryland,20906,Yes,1,Yes,1,No,1,Oct 25 2018,Jan 18 2020,0,,,,
Baltimore City,116754,Center,Little Folks Day Care,Baltimore,Maryland,21223,Yes,3,Yes,3,No,3,Oct 25 2018,Apr 29 2020,0,,,,
Prince George's,116749,Registered Family Home,Genita Hall,Hyattsville,Maryland,20784,Yes,1,Yes,1,No,2,Oct 25 2018,Oct 29 2020,0,,,,
Montgomery,116566,Center,Montrose Discovery,Rockville,Maryland,20852,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jul 15 2020,0,,,,MSDE
Charles,116315,Registered Family Home,Pamela Horne,Waldorf,Maryland,20601,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 23 2020,0,,,,
Prince George's,116226,Registered Family Home,Candy Jackson,Landover,Maryland,20785,Yes,1,Yes,1,Yes,2,Dec 11 2018,Nov 03 2020,1,Aug 02 2019,,,
Baltimore,116218,Center,Magic Moments II Early Learning Center,Owings Mills,Maryland,21117,Yes,1,Yes,1,Yes,3,Jan 10 2019,Nov 26 2020,0,,,,
Anne Arundel,116070,Registered Family Home,Deborah Warnick,Glen Burnie,Maryland,21061,Yes,1,Yes,1,No,2,Oct 25 2018,Oct 06 2020,0,,,,
Washington,116049,Registered Family Home,Sandra Keefer,Hancock,Maryland,21750,Yes,1,Yes,1,No,2,Jan 05 2019,Nov 14 2020,0,,,,
Baltimore,116024,Registered Family Home,Wanda McClary,Owings Mills,Maryland,21117,Yes,2,Yes,2,No,2,Oct 25 2018,Nov 13 2020,0,,,,
Baltimore City,116000,Registered Family Home,Margaret Kane,Baltimore,Maryland,21213,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 30 2020,0,,,,
Baltimore City,115979,Center,Kings Kid Early Lrn. Dev. Ctr.,Baltimore,Maryland,21206,Yes,1,Yes,1,No,3,Oct 25 2018,May 28 2020,0,,,,
Montgomery,115808,Center,ABC Learning Center,Silver Spring,Maryland,20904,Yes,3,Yes,3,No,3,Jan 10 2019,Nov 21 2020,0,,,,
Baltimore City,115774,Center,New Era Education Inc.,Baltimore,Maryland,21229,Yes,1,Yes,1,No,3,Oct 25 2018,Mar 03 2020,0,,,,
Montgomery,115756,Center,His Little Lamb,Silver Spring,Maryland,20905,Yes,1,Yes,1,Yes,3,Oct 25 2018,Feb 22 2020,0,,,,
Prince George's,115549,Center,Kids Club at Fairland Sports and Aquatics Complex,Laurel,Maryland,20707,Yes,1,Yes,1,No,1,Oct 25 2018,Feb 22 2020,0,,,,
Montgomery,115528,Registered Family Home,Zakia Zamani,Germantown,Maryland,20874,Yes,1,Yes,1,Yes,2,Oct 25 2018,Oct 28 2020,0,,,,
Anne Arundel,115451,Registered Family Home,Tonya Johnson,Crofton,Maryland,21114,Yes,2,Yes,2,Yes,2,Oct 25 2018,Apr 08 2020,0,,,,
Prince George's,115198,Center,Rosaryville Elementary Before and After Care Program,Upper Marlboro,Maryland,20772,Yes,0,Yes,2,Yes,1,Oct 25 2018,Sep 04 2020,0,,,,
Prince George's,115189,Center,Berwyn Heights Elementary School,Berwyn Heights,Maryland,20740,Yes,2,Yes,2,Yes,1,Oct 25 2018,Jan 25 2020,0,,,,
Prince George's,115184,Center,Lake Arbor Elementary School BASEP,Mitchellville,Maryland,20721,Yes,2,Yes,2,Yes,1,Oct 25 2018,Apr 01 2020,0,,,,
Prince George's,115142,Registered Family Home,Agnes Raofu,Lanham,Maryland,20706,Yes,3,Yes,3,No,2,Jun 14 2019,Aug 22 2020,1,Aug 12 2019,,,
Howard,115133,Center,Head Start Dasher Green,Columbia,Maryland,21045,Yes,5,Yes,5,Yes,3,Oct 25 2018,Jun 15 2020,0,,,,MSDE  | National Association for the Education of Young Children (NAEYC)
Baltimore City,115128,Registered Family Home,Betty LeCount,Baltimore,Maryland,21206,Yes,1,Yes,1,Yes,2,Oct 25 2018,Mar 27 2020,0,,,,NAFCC
Anne Arundel,115093,Center,Play and Learn at Annapolis,Annapolis,Maryland,21401,Yes,2,Yes,2,Yes,3,Dec 14 2018,Oct 25 2020,0,,,,MSDE
Baltimore City,115018,Registered Family Home,Kimberly Washington,Baltimore,Maryland,21239,Yes,2,Yes,2,Yes,2,Dec 14 2018,Jan 31 2020,1,Oct 29 2018,,,
Baltimore,114948,Registered Family Home,Stacy Shackelford-Thompson,Baltimore,Maryland,21229,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jan 10 2020,0,,,,
Carroll,114930,Center,Playtime CCC at 140,Westminster,Maryland,21157,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jun 26 2020,0,,,,
Baltimore,114846,Registered Family Home,Delois Lawrence,Baltimore,Maryland,21207,Yes,1,Yes,1,Yes,2,Jan 02 2019,Dec 12 2020,0,,,,
Baltimore,114845,Registered Family Home,Earllen Rowe,Baltimore,Maryland,21207,Yes,1,Yes,1,No,2,Dec 17 2018,Dec 16 2020,0,,,,
Montgomery,255289,Registered Family Home,Sherry Lee,Germantown,Maryland,20874,Yes,1,Yes,1,Yes,2,Oct 25 2018,Mar 25 2020,0,,,,
Washington,114771,Center,YMCA Williamsport Before/After,Williamsport,Maryland,21795,Yes,2,Yes,2,Yes,1,Oct 25 2018,Sep 12 2020,0,,,,
Montgomery,114601,Registered Family Home,Wanda Person,Silver Spring,Maryland,20906,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 11 2020,0,,,,
Howard,114504,Center,Hilltop Child Care Center,Clarksville,Maryland,21029,Yes,5,Yes,5,Yes,3,Nov 08 2019,Dec 05 2020,0,,,,MSDE
Montgomery,114499,Registered Family Home,Maria Payso,Montgomery Village,Maryland,20886,Yes,5,Yes,5,Yes,2,Oct 25 2018,Jun 13 2020,0,,Accredited Program,,NAFCC
Baltimore,114377,Registered Family Home,Gwendolyn McLaughlin,Baltimore,Maryland,21234,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 01 2020,0,,,,
Baltimore City,114370,Registered Family Home,Vanessa Harris,Baltimore,Maryland,21214,Yes,1,Yes,1,No,2,Dec 05 2018,Nov 27 2020,0,,,,
Baltimore City,114326,Registered Family Home,Elsie Lyles,Baltimore,Maryland,21239,Yes,1,Yes,1,No,2,Oct 25 2018,Mar 13 2020,0,,,,
Frederick,114278,Center,Celebree Learning Center of Spring Ridge,Frederick,Maryland,21701,Yes,3,Yes,3,No,3,Oct 25 2018,Apr 17 2020,0,,,,
Baltimore City,114261,Registered Family Home,Sharon Smith,Baltimore,Maryland,21215,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 09 2020,0,,,,
Prince George's,114093,Registered Family Home,Calaura Christian,Lanham,Maryland,20706,Yes,1,Yes,1,No,2,Oct 25 2018,Jun 04 2020,0,,,,
Charles,113976,Registered Family Home,Pamela Lee,Waldorf,Maryland,20602,Yes,1,Yes,1,Yes,2,Oct 25 2018,Aug 12 2020,0,,,,
Prince George's,113799,Registered Family Home,DaShanta Washington,Forestville,Maryland,20747,Yes,1,Yes,1,No,2,Oct 25 2018,Aug 21 2020,0,,,,
Prince George's,113794,Center,Milestones Enrichment Center,Laurel,Maryland,20707,Yes,3,Yes,3,No,3,Oct 25 2018,May 28 2020,0,,,,
Frederick,113710,Registered Family Home,Valerie Lavala,Frederick,Maryland,21702,Yes,2,Yes,2,No,2,Oct 25 2018,Feb 22 2020,0,,,,
Prince George's,113604,Registered Family Home,Cindy Robinson,Fort Washington,Maryland,20744,Yes,1,Yes,1,No,2,Dec 20 2018,Oct 22 2020,0,,,,
Baltimore City,113577,Registered Family Home,Patricia Williams,Baltimore,Maryland,21218,Yes,1,Yes,1,No,2,Dec 17 2018,Dec 17 2020,0,,,,
Baltimore City,113451,Center,Achievements @ Kennedy Kreiger,Baltimore,Maryland,21211,Yes,5,Yes,5,Yes,3,Oct 25 2018,Mar 17 2020,0,,,,MSDE
Wicomico,113443,Center,Richard Hazel Youth Center,Salisbury,Maryland,21801,Yes,1,Yes,1,Yes,1,Oct 25 2018,Feb 22 2020,0,,,,
Montgomery,113432,Registered Family Home,Rosa Rashid,Takoma Park,Maryland,20912,Yes,5,Yes,5,Yes,2,Sep 20 2019,Sep 26 2020,0,,,,
Baltimore City,113283,Registered Family Home,Franasice McClain,Baltimore,Maryland,21206,Yes,1,Yes,1,No,2,Oct 25 2018,Jan 25 2020,0,,,,
Anne Arundel,113168,Center,"Young School EEP, The",Gambrills,Maryland,21054,Yes,1,Yes,1,Yes,3,Oct 25 2018,Jun 03 2020,1,May 23 2019,,,MSDE
Baltimore,113127,Registered Family Home,Nichelle Pratt,Baltimore,Maryland,21208,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 23 2020,0,,,,
Montgomery,112968,Registered Family Home,Maria Santos,Silver Spring,Maryland,20906,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 03 2020,0,,,,
Dorchester,112963,Registered Family Home,Tammy Washington,Cambridge,Maryland,21613,Yes,3,Yes,3,Yes,2,Oct 25 2018,Jun 13 2020,0,,,,
Anne Arundel,112960,Registered Family Home,Leslie Pinkney,Annapolis,Maryland,21401,Yes,1,Yes,1,Yes,2,Oct 25 2018,Jul 10 2020,0,,,,
Carroll,112905,Center,Grace United Learning Center of Taneytown,Taneytown,Maryland,21787,Yes,5,Yes,5,Yes,3,Oct 25 2018,Jan 14 2020,0,,,,MSDE
Prince George's,112694,Center,Dreams and Visions Learning Center,Landover,Maryland,20785,Yes,1,Yes,1,Yes,3,Oct 25 2018,Mar 16 2020,0,,,,
Anne Arundel,112693,Registered Family Home,Hazel Shinker,Deale,Maryland,20751,Yes,1,Yes,1,Yes,2,Oct 25 2018,Oct 06 2020,0,,,,
Washington,112656,Registered Family Home,Peggy Anderson,Hagerstown,Maryland,21740,Yes,1,Yes,1,No,2,Dec 05 2018,Oct 29 2020,0,,,,
Baltimore City,112545,Registered Family Home,Darlene McCoy,Baltimore,Maryland,21215,Yes,1,Yes,1,Yes,2,Oct 25 2018,Sep 29 2020,0,,,,
Harford,112331,Registered Family Home,Karen Coonan,Kingsville,Maryland,21087,Yes,1,Yes,1,No,2,Dec 04 2018,Nov 26 2020,0,,,,
Dorchester,112325,Registered Family Home,Hope Roberts,Hurlock,Maryland,21643,Yes,1,Yes,1,Yes,2,Oct 25 2018,Mar 16 2020,0,,,,
Prince George's,112138,Registered Family Home,Ruthena Dorsey,Forestville,Maryland,20747,Yes,1,Yes,1,Yes,2,Oct 25 2018,Sep 18 2020,0,,,,
Charles,112072,Registered Family Home,Cho Marie Barnes,Waldorf,Maryland,20602,Yes,1,Yes,1,No,2,Oct 25 2018,Jul 29 2020,0,,,,
Prince George's,112026,Registered Family Home,Pearlie Boykin,Forestville,Maryland,20747,Yes,1,Yes,1,No,2,Nov 28 2018,Nov 22 2020,0,,,,
Baltimore City,111985,Center,One Step Up Inc.,Baltimore,Maryland,21216,Yes,2,Yes,2,No,3,Apr 30 2019,Aug 28 2020,0,,,,
Calvert,111942,Registered Family Home,Christine Caffey,Prince Frederick,Maryland,20678,Yes,1,Yes,1,No,2,Oct 25 2018,May 09 2020,0,,,,
Montgomery,111809,Registered Family Home,Hilda Pelaez,Gaithersburg,Maryland,20877,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 10 2020,0,,,,
Montgomery,111806,Registered Family Home,Nagat Hamed,Gaithersburg,Maryland,20879,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 01 2020,0,,,,
Baltimore,111747,Registered Family Home,Audrey McDermott,Baltimore,Maryland,21221,Yes,1,Yes,1,No,2,Oct 25 2018,Feb 22 2020,0,,,,
Baltimore City,111643,Center,Fernandas Child Care Devp. Cen,Baltimore,Maryland,21218,Yes,1,Yes,1,Yes,3,Oct 25 2018,Sep 23 2020,0,,,,MSDE
Prince George's,111586,Registered Family Home,Rachel Smith,Accokeek,Maryland,20607,Yes,1,Yes,1,No,2,Oct 25 2018,Apr 28 2020,0,,,,
Montgomery,111552,Registered Family Home,Arjumand Zubairi,Spencerville,Maryland,20868,Yes,5,Yes,5,Yes,2,Nov 30 2018,Sep 29 2020,0,,,National Association for Family Child Care (NAFCC) 2020-11-15,NAFCC
Baltimore City,111115,Registered Family Home,Darlene Abraham,Baltimore,Maryland,21228,Yes,3,Yes,3,No,2,Oct 25 2018,Jun 05 2020,0,,,,
Prince George's,255924,Registered Family Home,Elaine Smith,Upper Marlboro,Maryland,20774,Yes,1,Yes,1,No,2,Dec 05 2018,Dec 30 2020,0,,,,
Montgomery,111044,Registered Family Home,Jenny De La Oliva,Rockville,Maryland,20853,Yes,5,Yes,5,Yes,2,Feb 07 2019,Dec 26 2020,0,,Health and Wellness  | Quality Business Practices  | Accredited Program,,NAFCC
Prince George's,110959,Center,Blar-ney Child Development,Forestville,Maryland,20747,Yes,2,Yes,2,Yes,3,Oct 25 2018,May 13 2020,0,,,,
Garrett,4-Nov,Public Pre-K,Rt. 40 Elementary School,Frostburg,Maryland,21532,Yes,5,Yes,5,Yes,1,Oct 25 2018,Sep 23 2020,0,,,,MSDE
Garrett,11-1710,Public Pre-K,Yough Glades Elementary,Oakland,Maryland,21550,Yes,5,Yes,5,Yes,1,Oct 25 2018,Apr 07 2020,0,,,,MSDE
Garrett,11-1707,Public Pre-K,Broad Ford Elementary,Oakland,Maryland,21550,Yes,5,Yes,5,Yes,1,Oct 25 2018,Apr 30 2020,0,,,,MSDE
Montgomery,110673,Registered Family Home,Santos Gonzalez,Silver Spring,Maryland,20906,Yes,5,Yes,5,Yes,2,Oct 25 2018,Apr 17 2020,0,,,,NAFCC
Prince George's,110595,Registered Family Home,Deanna Howell,District Heights,Maryland,20747,Yes,1,Yes,1,No,2,Jan 02 2019,Dec 15 2020,0,,,,
Prince George's,110570,Center,Kiddies Kollege Christian Center,Laurel,Maryland,20708,Yes,2,Yes,2,Yes,3,Oct 25 2018,Mar 21 2020,0,,,,
Garrett,11-1501,Public Pre-K,AccidentPKK,Accident,Maryland,21520,Yes,5,Yes,5,Yes,1,Oct 25 2018,May 14 2020,0,,,,MSDE
Washington,110336,Registered Family Home,Angela Covington,Hagerstown,Maryland,21740,Yes,3,Yes,3,Yes,2,Oct 25 2018,Sep 24 2020,0,,,,
Garrett,11-1301,Public Pre-K,Grantsville Elementary Pre-Kindergarten and Kindergarten,Grantsville,Maryland,21536,Yes,5,Yes,5,Yes,1,Oct 25 2018,Jan 25 2020,0,,,,MSDE
Garrett,11-1202,Public Pre-K,Friendsville Elementary School,Friendsville,Maryland,21531,Yes,5,Yes,5,Yes,1,Oct 25 2018,Jan 31 2020,0,,,,MSDE
Baltimore,110186,Registered Family Home,Pamela Funderburk,Baltimore,Maryland,21244,Yes,5,Yes,5,Yes,2,Oct 25 2018,Apr 01 2020,0,,Quality Business Practices  | Health and Wellness  | Accredited Program,,NAFCC
